node,title,subject
1932,21st century turning points in US history 2000-2009,unit|state|histori|21st|centuri|presid|unit|state|elect|21st|centuri|septemb|11|terrorist|attack|2001|ipod|digit|music|player|iraq|war|2003-2011|human|gene|map|internet|histori|hurrican|katrina|2005|illeg|alien|recess|21st|centuri|documentari|film|bush|georg|w|georg|walker|1946|influenc|obama|barack|influenc|dvd|video|disc
227,438 days an extraordinary true story of survival at sea,alvarenga|salvador|approxim|1977|surviv|sea|pacif|ocean|shipwreck|marshal|island|fisher|mexico|chiapa|biographi|fish|villag|mexico|chiapa|social|life|custom|fish|boat|mexico|chiapa|fisheri|mexico|chiapa|histori|salvadoran|mexico|chiapa|biographi|illeg|alien|mexico|biographi|chiapa|mexico|biographi|larg|type|book|download|e|book
979,7 soles,human|smuggl|mexican|american|border|region|drama|illeg|alien|mexican|american|border|region|drama|foreign|worker|mexican|mexican|american|border|region|drama|unit|state|emigr|immigr|drama|mexico|emigr|immigr|drama
334,7 soles 7 dias 7 noches testigo ilegal,murder|identif|drama|murder|investig|drama|illeg|alien|mexican|american|border|region|drama|foreign|worker|mexican|mexican|american|border|region|drama|unit|state|emigr|immigr|drama|mexico|emigr|immigr|drama|dvd|video|disc
1816,72 migrantes,massacr|mexico|san|fernando|tamaulipa|mass|burial|mexico|san|fernando|tamaulipa|illeg|alien|crime|mexico|san|fernando|tamaulipa|central|american|crime|mexico|san|fernando|tamaulipa|migrant|labor|crime|mexico|san|fernando|tamaulipa|zeta|drug|cartel
1219,8 USC 1324 proceeding,emigr|immigr|law|unit|state|case|foreign|worker|legal|status|law|unit|state|case|illeg|alien|employ|unit|state|case|foreign|worker|certif|unit|state|case
2953,9 star hotel Ūtīl tisʻ nujūm,palestinian|arab|israel|illeg|alien|employ|israel|arab|isra|conflict
874,9500 Liberty,counti|govern|law|legisl|virginia|princ|william|counti|illeg|alien|legal|status|law|virginia|princ|william|counti|immigr|oppon|virginia|princ|william|counti|immigr|enforc|virginia|princ|william|counti|public|opinion|virginia|princ|william|counti|princ|william|counti|va|polit|govern
492,A beautiful life,illeg|alien|california|los|angel|drama|runaway|women|california|los|angel|drama|man|woman|relationship|california|los|angel|drama|hammond|wendi|film|video|adapt|man|woman|relationship|drama|miss|person|california|los|angel|drama|los|angel|calif|drama|romanc|film|film|adapt|melodrama|motion|pictur|video|record|hear|impair|featur|film
2972,A bell a song and American journey,immigr|unit|state|biographi|illeg|alien|unit|state|biographi
502,A bill to require the Secretary of Homeland Security to conduct a program in the maritime environment for the mobile biometric identification of suspected individuals including terrorists to enhance border security report to accompany HR 2490 including cost estimate of the Congressional Budget Office,border|secur|unit|state|port|entri|secur|measur|unit|state|biometr|identif|govern|polici|unit|state|illeg|alien|govern|polici|unit|state
5395,A broken system confidential reports reveal failures in US immigrant detention centers,alien|detent|center|unit|state|alien|detent|center|standard|unit|state|immigr|custom|enforc|illeg|alien|govern|polici|unit|state|detent|person|govern|polici|unit|state
4983,A call to action an analysis of our struggles and alternatives to Carters immigration program,foreign|worker|mexican|unit|state|illeg|alien|unit|state
6481,A case study of the Alabama Taxpayer and citizen protection ACT HB56 A social welfare policy perspective,illeg|alien|govern|polici|alabama|emigr|immigr|law|alabama
5180,A case study of the psychology of an undocumented Mexican woman immigrant,foreign|worker|mexican|unit|state|psycholog|case|studi|women|illeg|alien|unit|state|psycholog|case|studi|women|immigr|unit|state|psycholog|case|studi|mexican|unit|state|psycholog|case|studi
4664,A certain maritime incident the sinking of SIEV X,refuge|australia|refuge|govern|polici|australia|refuge|indonesia|illeg|alien|australia|illeg|alien|govern|polici|australia|shipwreck|indian|ocean|human|smuggl
1503,A common policy on illegal immigration with evidence,illeg|alien|great|britain|great|britain|emigr|immigr
1919,A composite profile of Haitian immigrants in the United States based on a community needs assessment,haitian|unit|state|social|work|immigr|unit|state|illeg|alien|unit|state
5221,A country of immigrants from the pages of the Peoples tribune,illeg|alien|unit|state|unit|state|emigr|immigr
374,A country too far writings on asylum seekers,refuge|govern|polici|australia|asylum|right|australia|asylum|right|govern|polici|australia|asylum|right|australia|histori|asylum|right|australia|psycholog|aspect|refuge|legal|status|law|australia|detent|person|australia|illeg|alien|govern|polici|australia|human|right|australia|australia|emigr|immigr
5727,A dangerous journey,illeg|alien|unit|state|teenag|immigr|unit|state|mexico|econom|condit|1994|unit|state|emigr|immigr|govern|polici
1872,A day without immigrants rallying behind Americas newcomers,migrant|labor|unit|state|juvenil|literatur|immigr|unit|state|juvenil|literatur|illeg|alien|unit|state|juvenil|literatur|emigr|immigr|law|unit|state|juvenil|literatur
1496,A different story,man|woman|relationship|drama|homosexu|drama|companion|marriag|drama|illeg|alien|unit|state|drama|dvd|video|disc
1642,A distant shore,african|england|fiction|margin|social|fiction|retir|teacher|fiction|illeg|alien|fiction|watchmen|fiction|england|fiction|psycholog|fiction
1829,A distant shore a novel,african|england|fiction|margin|social|fiction|retir|teacher|fiction|illeg|alien|fiction|watchmen|fiction|england|fiction
2371,A fathers angels a memoir,gay|father|person|narrat|singl|parent|person|narrat|illeg|alien|employ|adopt|law|legisl|arizona
1907,A fiscal impact analysis of undocumented immigrants residing in San Diego County costs and revenues of significant state and local government programs,illeg|alien|servic|california|san|diego|counti|cost|illeg|alien|california|san|diego|counti|econom|condit
5728,A guide for legal advocates providing services to victims of human trafficking,illeg|alien|servic|unit|state|human|traffick|victim|legal|status|law|unit|state|human|traffick|victim|servic|unit|state|visa|unit|state|admiss|nonimmigr|unit|state
739,A guide to deportation proceedings in the Ninth Circuit,unit|state|court|appeal|9th|circuit|manag|illeg|alien|unit|state|deport|unit|state|crimin|justic|administr|unit|state|unit|state|emigr|immigr|govern|polici
58,A historical analysis of landmark developments in educational rights of undocumented children,educ|unit|state|histori|immigr|children|civil|right|unit|state|histori|illeg|alien|civil|right|unit|state|histori
2289,A la caza del coyote novela-reportaje,illeg|alien|unit|state|fiction|refuge|central|america|fiction
4246,A la lumière des sans-papiers,illeg|alien|social|condit|illeg|alien|econom|condit|illeg|alien|asylum|right|immigr
722,À la lumière des sans-papiers,illeg|alien|europ|social|condit|illeg|alien|europ|econom|condit|illeg|alien|europ|asylum|right
4416,A la poursuite des illégaux politiques et mouvements anti-immigrés aux Etats-Unis,illeg|alien|unit|state|illeg|alien|govern|polici|unit|state|deport|unit|state|border|secur|unit|state|unit|state|emigr|immigr|govern|polici
474,À la poursuite des illégaux politiques et mouvements anti-immigrés aux États-Unis,illeg|alien|unit|state|illeg|alien|govern|polici|unit|state|deport|unit|state|border|secur|unit|state|unit|state|emigr|immigr|govern|polici
4194,A laymans guide to 1986 US immigration reform,emigr|immigr|law|unit|state|popular|work|illeg|alien|unit|state|popular|work
4356,A laymans guide to the illegal immigration problem,illeg|alien|unit|state|illeg|alien|govern|polici|unit|state
1759,A legal guide for ICE detainees petitioning for release from indefinite detention,emigr|immigr|law|unit|state|popular|work|habea|corpus|unit|state|popular|work|alien|detent|center|unit|state|popular|work|illeg|alien|unit|state|handbook|manual
1479,A legal guide for INS detainees actions brought against INS or other law enforcement officials for personal injury or property damage or loss,emigr|immigr|law|unit|state|illeg|alien|unit|state
584,A legal guide for INS detainees how to complain effectively step by step,emigr|immigr|law|unit|state|illeg|alien|unit|state
494,A legal guide for INS detainees petitioning for release from indefinite detention,emigr|immigr|law|unit|state|illeg|alien|unit|state|emigr|immigr|law|unit|state|popular|work|habea|corpus|unit|state|popular|work|alien|detent|center|unit|state|popular|work|illeg|alien|unit|state|handbook|manual
1552,A migration model of undocumented Mexican workers,illeg|alien|unit|state|foreign|worker|mexican|unit|state|labor|suppli|mathemat|model
5533,A ministry approach to the undocumented Hispanic in the United States of America,mexican|american|mission|church|work|alien|illeg|alien
894,A most wanted man,le|carré|john|1931|film|adpat|illeg|alien|drama|muslim|drama|war|terror|2001-2009|drama|hamburg|germani|drama
42,A national ID system big brothers solution to illegal immigration,identif|card|unit|state|privaci|right|unit|state|illeg|alien|unit|state
3929,A place of refuge a positive approach to asylum seekers and refugees in the UK,asylum|right|religi|aspect|christian|illeg|alien|great|britain|refuge|religi|aspect|christian|church|work|refuge|great|britain
2491,A policy framework for regulating the flow of undocumented Mexican aliens into the United States,illeg|alien|unit|state|emigr|immigr|law|unit|state|mexican|legal|status|law|unit|state
4180,A practical legal manual for legalization under the Immigration reform and control act of 1986 revised edition based on the final regulations,emigr|immigr|law|unit|state|illeg|alien|unit|state|unit|state|immigr|reform|control|act|1986
1129,A profile of the undocumented Mexican woman in the United States,illeg|alien|unit|state|mexican|american|women|foreign|worker|mexican|unit|state
6048,A proposed model of advocacy services for undocumented aliens with mental health needs,mexican|mental|health|unit|state|illeg|alien|unit|state
5732,A report on irregular migration and human trafficking,human|traffick|philippin|illeg|alien|philippin
4473,A report on visits to immigration detention centres,illeg|alien|australia|government|investig|australia|alien|detent|center|australia|detent|person|australia|alien|institut|care|australia
161,A report to the Honourable Lloyd Axworthy Minister of Employment and Immigration on illegal migrants in Canada,illeg|alien|canada|canada|emigr|immigr|govern|polici|admiss|nonimmigr|canada|canada|emigr|immigr|canada|emigr|immigr|govern|polici|illeg|alien|canada
5191,A report to The Honourable Lloyd Axworthy Minister of Employment and Immigration on illegal migrants in Canada,illeg|alien|canada|canada|emigr|immigr|govern|polici
951,A research proposal undocumented immigrants and drivers licenses,unlicens|motor|vehicl|driver|massachusett|illeg|alien|massachusett|identif|govern|polici|massachusett
6044,A responsabilidade pelo cumprimento da obrigação tributária no ilícito trabalhista imposto de renda e proventos de qualquer natureza,alien|taxat|law|legisl|brazil|withhold|tax|law|legisl|brazil|illeg|alien|employ|brazil
720,A review of the Department of Homeland Securitys policies and procedures for the apprehension detention and release of noncitizens unlawfully present in the United States joint hearing before the Subcommittee on National Security and the Subcommittee on Health Care Benefits and Administrative Rules of the Committee on Oversight and Government Reform House of Representatives One Hundred Fourteenth Congress first session February 25 2015,unit|state|depart|homeland|secur|manag|alien|crimin|govern|polici|unit|state|illeg|alien|govern|polici|unit|state
1925,A review of the public education costs of undocumented children,child|illeg|alien|educ|utah|cost|child|illeg|alien|educ|utah|cost|statist
1681,A rising share Hispanics and federal crime,alien|crimin|unit|state|crime|unit|state|sociolog|aspect|emigr|immigr|law|unit|state|crimin|unit|state|illeg|alien|govern|polici|unit|state
1184,A role for government policy and sunspots in explaining endogenous fluctuations in illegal immigration,illeg|alien|unit|state|econometr|model
3433,A shift of coyotes,illeg|alien|fiction|comput|fiction|coyot|fiction|kidnap|fiction|mysteri|detect|stori
6234,A shifting tide recent trends in the illegal immigration population,illeg|alien|unit|state|illeg|alien|unit|state|statist|unit|state|popul|unit|state|emigr|immigr
597,A Short history of US policy towards illegal migration,illeg|alien|unit|state|emigr|immigr|law|unit|state|unit|state|immigr|reform|control|act|1986
2151,A social public safety and security argument for licensing undocumented drivers,driver|licens|california|illeg|alien|california
5013,A statement of the laws of Honduras in matters affecting business,commerci|law|hondura|industri|law|legisl|hondura|taxat|law|legisl|hondura|law|hondura|illeg|alien|hondura
3086,A study of electronic monitoring in the correctional and immigration settings report of the Standing Committee on Public Safety and National Security,electron|monitor|parole|probation|canada|electron|monitor|parole|probation|govern|polici|canada|illeg|alien|canada|home|detent|canada|altern|imprison|canada|canada|emigr|immigr|electron|book
2243,A study of the effect of empathy on public opinion on immigration,univers|california|riversid|depart|polit|scienc|dissert|emigr|immigr|polit|aspect|illeg|alien|polit|aspect|unit|state|empathi|social|aspect|unit|state|emigr|immigr|law|unit|state|unit|state|emigr|immigr|govern|polici
5283,A study on illegal immigration into North-East India the case of Nagaland,illeg|alien|india|nāgāland|case|studi
5337,A theory of illegal international migration from developing countries,develop|countri|emigr|immigr|econom|aspect|emigr|immigr|econom|aspect|illeg|alien
798,A threat against Europe security migration and integration,nation|secur|europ|intern|secur|europ|illeg|alien|europ|global|social|aspect|electron|book|europ|emigr|immigr|european|union|countri|emigr|immigr
6434,A time for resistance globalization undocumented immigration and the Chicanao movement in the San Diego borderlands,committe|chicano|right|influenc|histori|chicano|movement|california|san|diego|counti|histori|chicano|movement|mexican|american|border|region|histori|mexican|american|civil|right|california|san|diego|counti|mexican|american|polit|activ|california|san|diego|counti|histori|san|diego|counti|calif|ethnic|relat|histori|20th|centuri|illeg|alien|govern|polici|unit|state|histori|unit|state|emigr|immigr|govern|polici
1786,A vagabond in Mexico,mexico|descript|travel|mexico|social|condit|illeg|alien|mexico|social|condit|migrant|labor|mexico|guzmán|c|s
4786,A view from the bridge,niec|drama|illeg|alien|drama|miller|arthur|1915-2005|view|bridg|italian|american|new|york|state|new|york|drama|stevedor|new|york|state|new|york|drama|illeg|alien|new|york|state|new|york|drama
6163,A view from the bridge a play in two acts with a new introduction,italian|american|new|york|state|new|york|drama|stevedor|new|york|state|new|york|drama|illeg|alien|new|york|state|new|york|drama
1177,A visualization and simulation tool that will generate effective patrolling strategies to protect the US borders from illegal intrusion using game theoretic methods and models,border|patrol|mexican|american|border|region|illeg|alien|mexican|american|border|region|border|patrol|genet|algorithm|game|theori|resourc|alloc
3725,A well founded fear of persecution,illeg|alien|australia|asylum|right|australia|refuge|australia
604,A window on immigration reform implementing the Immigration Reform and Control Act in Los Angeles,illeg|alien|california|los|angel|immigr|california|los|angel|unit|state|emigr|immigr|govern|polici
1533,ABA civil immigration detention standards,prison|legal|status|law|unit|state|detent|person|unit|state|emigr|immigr|law|unit|state
3308,Abādhita ghusapaiṭha asurakshita sīmāem̐ Uttara-Pūrva kī sīma para gaharātā saṅkata Bhārata-Bāṅglādeśa antarrāshṭrīya sīmā sarvekshaṇa - 2007,illeg|alien|india|bangladeshi|india|human|smuggl|india|border|secur|india|india|boundari|bangladesh|bangladesh|boundari|india
6577,Abela the girl who saw lions,illeg|alien|great|britain|fiction|african|great|britain|fiction|africa|social|condit|fiction|great|britain|social|condit|fiction|young|adult|fiction
1468,Above all else the minuteman struggle to secure American borders,militia|movement|unit|state|border|patrol|mexican|american|border|region|border|secur|unit|state|border|secur|mexico|illeg|alien|unit|state|drug|control|mexican|american|border|region|drug|traffic|mexican|american|border|region
2335,Above the law,women|lawyer|fiction|illeg|alien|crime|texa|fiction|legisl|unit|state|fiction|illeg|alien|crime|fiction|texa|fiction|larg|type|book|legal|stori
3269,Above the law a novel,women|lawyer|fiction|illeg|alien|crime|fiction|legisl|unit|state|fiction|texa|fiction
3724,AbUSAdos la redada de Postville,postvill|immigr|raid|postvill|iowa|2008|illeg|alien|iowa|postvill|guatemala|emigr|immigr|iowa|emigr|immigr|postvill|iowa|econom|condit|guatemala|econom|condit
3991,AbUSed the Postville raid,postvill|immigr|raid|postvill|iowa|2008|illeg|alien|iowa|guatemala|emigr|immigr|iowa|emigr|immigr|postvill|iowa|econom|condit|guatemala|econom|condit
4616,Abusos de la Patrulla Fronteriza de Estados Unidos trabajadores indocumentados mexicanos y derechos humanos internacionales,border|patrol|illeg|alien|civil|right|unit|state|foreign|worker|mexican|civil|right|unit|state|human|right|unit|state
3573,Accepting the immigration challenge the Presidents report on immigration,unit|state|emigr|immigr|govern|polici|illeg|alien|unit|state
3581,Access to health care for undocumented immigrants in the US and the UK,illeg|alien|medic|care|unit|state|health|servic|access|unit|state|illeg|alien|medic|care|great|britain|health|servic|access|great|britain
20,Access to healthcare for undocumented citizens in the Rio Grande Valley,illeg|alien|health|hygien|texa|lower|rio|grand|valley|anthropolog
298,Access to public assistance benefits by illegal aliens hearing before the Subcommittee on International Law Immigration and Refugees of the Committee on the Judiciary House of Representatives One Hundred Third Congress second session on HR 3594 and HR 3860 Title IV May 11 1994,illeg|alien|unit|state|public|welfar|unit|state|public|welfar|law|legisl|unit|state
4612,Accidentes de trabajadores informales y migrantes sin papeles el caso de la industria de la construcción cirujas trabajadores infantiles y trabajadores agrícolas en la Ciudad de Rosario y Capital Federal,industri|accid|argentina|rosario|santa|fe|industri|accid|argentina|bueno|air|inform|sector|econom|health|aspect|argentina|rosario|santa|fe|inform|sector|econom|health|aspect|argentina|bueno|air|illeg|alien|employ|argentina|rosario|santa|fe|illeg|alien|employ|argentina|bueno|air
283,Across the great river,illeg|alien|texa|fiction|mexican|texa|fiction
1782,Acting today for tomorrows generation,children|right|malaysia|sabah|congress|children|foreign|worker|malaysia|sabah|social|condit|congress|illeg|alien|malaysia|sabah|congress
766,Addressing the immigration status of illegal immigrants brought to the United States as children hearing before the Subcommittee on Immigration and Border Security of the Committee on the Judiciary House of Representatives One Hundred Thirteenth Congress first session July 23 2013,emigr|immigr|law|unit|state|children|illeg|alien|legal|status|law|unit|state|illeg|alien|unit|state|children|illeg|alien|educ|higher|unit|state|citizenship|unit|state
546,Administrative changes needed to reduce employment of illegal aliens report to the Congress,illeg|alien|employ|unit|state|foreign|worker|unit|state
5262,Administrative changes needed to reduce employment of illegal aliens summary report to Congress,illeg|alien|employ|unit|state|foreign|worker|unit|state
939,Administrative decisions under employer sanctions unfair immigration-related employment practices and civil penalty document fraud laws,foreign|worker|legal|status|law|unit|state|case|emigr|immigr|law|unit|state|case|illeg|alien|employ|unit|state|case|foreign|worker|certif|unit|state|case|foreign|worker|certif|corrupt|practic|unit|state|case
1140,Administrative decisions under employer sanctions unfair immigration-related employment practices and civil penalty document fraud laws of the United States,foreign|worker|legal|status|law|unit|state|period|emigr|immigr|law|unit|state|period|illeg|alien|employ|unit|state|period|foreign|worker|certif|unit|state|period|electron|journal
1522,Administrative decisions under employer sanctions unfair immigration-related employment practices laws,foreign|worker|legal|status|law|unit|state|case|emigr|immigr|law|unit|state|case|illeg|alien|employ|unit|state|case|foreign|worker|certif|unit|state|case
518,Admission decisions should immigration be restricted,unit|state|emigr|immigr|govern|polici|alien|unit|state|illeg|alien|unit|state|multicultur|unit|state
752,Admissions student stories from undocumented America,illeg|alien|educ|higher|unit|state|case|studi
2073,Advanced immigration law course,emigr|immigr|law|unit|state|deport|unit|state|alien|unit|state|illeg|alien|unit|state|emigr|immigr|law|texa
4429,Advocacy guide for community groups addressing Proposition 187-related state initiatives,illeg|alien|educ|unit|state|cost|handbook|manual|illeg|alien|servic|unit|state|cost|handbook|manual
4020,Af-ʻal-pi ʻAliyah 2 shel tenuʻat Zaboṭinsḳi,880-04|palestin|emigr|immigr|illeg|alien|palestin|jew|migrat|revisionist|zionist|palestin
744,Af-ʻal-pi sefer ʻAliyah bet,palestin|emigr|immigr|zionism|histori|revisionist|zionist|palestin|illeg|alien|palestin|jew|migrat
3591,Affaire Berrehab arrêt du 21 juin 1988 = Berrehab case judgment of 21 June 1988,berrehab|abdellah|1952|trial|litig|berrehab|rebecca|1979|trial|litig|emigr|immigr|law|netherland|parent|child|law|netherland
3212,Africa paradis = Africa paradise et si limmigration changeait de camp,illeg|alien|drama|social|condit|emigr|immigr|drama|econom|aspect|emigr|immigr|drama|polit|aspect|foreign|film|motion|pictur|french
1555,Africa paradis Africa paradise,illeg|alien|social|condit|drama|emigr|immigr|econom|aspect|drama|emigr|immigr|polit|aspect|drama|foreign|film|motion|pictur|french
4904,After amnesty the new migratory movement in the United States,emigr|immigr|law|unit|state|amnesti|illeg|alien|unit|state
946,After they closed the gates Jewish illegal immigration to the United States 1921-1965,jew|european|unit|state|histori|20th|centuri|immigr|unit|state|histori|20th|centuri|illeg|alien|unit|state|histori|20th|centuri|unit|state|emigr|immigr|histori|20th|centuri|emigr|immigr|law|unit|state|histori|20th|centuri
2300,Agua con sal,girl|spain|drama|youth|spain|drama|illeg|alien|spain|drama|immigr|spain|drama|motion|pictur|spanish|foreign|film|spain
1810,Aḥlām al-mawt hijrah ghayr sharʻīyah nihāyah dirāmīyah,human|smuggl|egypt|illeg|alien|egypt
2697,AICF report newsletter of the American Immigration Control Foundation,unit|state|emigr|immigr|period|illeg|alien|unit|state|period
2780,AILAs global immigration guide a country-by-country survey,emigr|immigr|law|unit|state|illeg|alien|unit|state|foreign|worker|legal|status|law|unit|state
5620,AILAs guide to worksite enforcement corporate compliance featuring a mini-primer on I-9s,illeg|alien|employ|unit|state|foreign|worker|legal|status|law|unit|state|foreign|worker|certif|unit|state|immigr|enforc|unit|state
5258,AILAs INS resource guide,emigr|immigr|law|unit|state|illeg|alien|unit|state|foreign|worker|legal|status|law|unit|state
4028,Aint the AFL for nothin,unit|state|polit|govern|2001-2009|unit|state|emigr|immigr|govern|polici|foreign|worker|govern|polici|unit|state|illeg|alien|govern|polici|unit|state|emigr|immigr|law|arizona|kennedi|edward|m|edward|moor|1932-2009|legisl|unit|state
6143,Al di là del muro viaggio nei centri per migranti in Italia secondo rapporto di Medici senza frontiere sui centri per migranti CIE CARA e CDA,immigr|itali|social|condit|illeg|alien|itali|social|condit|alien|detent|center|itali|itali|emigr|immigr
5958,Al filo de la línea,photographi|artist|exhibit|illeg|alien|mexican|american|border|region|pictori|work|exhibit|mexican|american|border|region|pictori|work|exhibit|tijuana|baja|california|mexico|pictori|work|exhibit|mexico|emigr|immigr|exhibit
57,Al otro lado To the other side,corrido|popular|cultur|mexico|drug|traffic|mexico|drug|traffic|mexico|folklor|drug|traffic|mexico|song|music|mexican|unit|state|illeg|alien|unit|state|mexico|econom|condit|mexico|social|life|custom|sinaloa|mexico|state
5787,Al suroeste la libertad inmigración clandestina de canarios a Venezuela entre los años 1948 y 1951,canari|island|venezuela|histori|venezuela|emigr|immigr|histori|20th|centuri|canari|island|emigr|immigr|histori|20th|centuri|illeg|alien|venezuela|histori|20th|centuri|voyag|travel|anecdot
574,al-Hijrah al-ghayr sharʻīyah ruʼyā mustaqbalīyah,illeg|alien|egypt|egypt|emigr|immigr|govern|polici
6509,al-Hijrah ghayr al-sharʻīyah ilá Īṭāliyā al-maʻīsh wa-al-tamaththul dirāsah sūsiyūlūjīyah,tunisia|emigr|immigr|itali|emigr|immigr|illeg|alien|tunisia|illeg|alien|itali|human|smuggl|tunisia|human|smuggl|itali
868,al-Hijrah ghayr al-sharʻīyah ilá Ūrūbā ʻabra buldān al-Maghrib al-ʻArabī,illeg|alien|africa|north|illeg|alien|european|union|countri|africa|north|emigr|immigr|european|union|countri|emigr|immigr
5080,al-Hijrah ghayr al-sharʻīyah ṭibqan lil-wāqiʻ wa-al-qānūn wa-al-mawāthīq wa-al-burūtūkūlāt al-duwalīyah,illeg|alien|arab|countri|emigr|immigr|law|arab|countri
2642,al-Jarīmah al-munaẓẓamah wa-ʻalāqatuhā bi-al-itjār bi-al-bashar wa-tahrīb al-muhājirīyn ghayr al-sharʻīyīn wa-al-juhūd al-duwalīyah wa-al-maḥallīyah li-mukāfaḥatuh,organ|crime|human|traffick|illeg|alien|human|smuggl|prevent|intern|cooper
2618,al-Mashrūʻīyah al-qānūnīyah wa-al-abʻād al-amnīyah lil-hijrah al-wāfidah dirāsah taṭbīqīyah ʻalá al-Jumhūrīyah al-Yamanīyah,illeg|alien|yemen|republ|emigr|immigr|law|yemen|republ|yemen|republ|emigr|immigr|govern|polici
1946,Alambrista,foreign|worker|mexican|drama|illeg|alien|drama|famili|drama|featur|film
310,Alambrista and the US-Mexico border film music and stories of undocumented immigrants,alambrista|illeg|alien|unit|state|social|condit|20th|centuri|mexican|american|migrant|agricultur|labor|social|condit|20th|centuri|alambrista|motion|pictur
56,Alambrista The illegal,illeg|alien|unit|state|drama|migrant|agricultur|labor|unit|state|unit|state|emigr|immigr|drama|mexico|emigr|immigr|drama
361,Alexis dHaïti,haitian|québec|provinc|montré|juvenil|fiction|mother|juvenil|fiction|refuge|juvenil|fiction|illeg|alien|juvenil|fiction|immigr|québec|provinc|juvenil|fiction|polit|prison|haiti|juvenil|fiction
1334,Algunas falacias en torno a los indocumentados mexicanos su crítica y presentación de resultados,foreign|worker|mexican|unit|state|illeg|alien|unit|state|mexico|emigr|immigr|unit|state|emigr|immigr
1277,Alice Little and the big girls blouse,gangster|ireland|dublin|fiction|restaur|ireland|dublin|fiction|illeg|alien|ireland|dublin|fiction|dublin|ireland|fiction
1832,Alien detention standards telephone access problems were pervasive at detention facilities other deficiencies did not show a pattern of noncompliance report to congressional requesters,immigr|custom|enforc|alien|detent|center|unit|state|illeg|alien|unit|state
1526,Alien Education Assistance Act hearing before the Subcommittee on Education Arts and Humanities of the Committee on Labor and Human Resources United States Senate Ninety-eighth Congress first session on S 1630 July 25 1983,illeg|alien|educ|unit|state|feder|aid|educ|unit|state|educ|law|legisl|unit|state
